product,field,platform,location,homepage,establish_time,round,project_status,status,tags,description,contact,leadership,logo_url,url,company_name,brief_intro
Care.com,信息技术,平台：WEB,坐标：美国,官网：www.care.com,成立时间：2006,"不详,4635万,美元,融资完成",立即认领,运营状态：正在运营,VR/AR宠物,Care.com是一家家政上市公司。Care目前提供包括孩子，成年人，老年人，甚至宠物的家庭护理服务，目前该公司市值为2.76亿美金。,,,http://pic2.pedaily.cn/newseed/project/201606/20160630151644788.jpg,http://www.newseed.cn/project/51781,"Care.com, Inc.",Care.com是一家家政上市公司。Care 目前提供包括 孩子，成年人，老年人，甚至宠物的家庭护理服务，目前该公司市值为 2.76 亿美金。
Deako,硬件,"平台：WEB,硬件",坐标：美国,官网：www.deako.com,成立时间：不详,"不详,350万,美元,融资完成",立即认领,运营状态：正在运营,制造业VR/AR游戏硬件,Deako是一家智能灯具开关制造商，公司总部设在西雅图。Deako的客户并不是房屋户主，而是房屋开发商或是家庭装潢电路设计服务公司，后者需要负责在新房内安装硬件和家用电器设备。Richardson没有透露他们的合作伙伴信息，但是表示目前Deako的合作公司数量已经达到了两位数。该公司表示，他们刚刚做了产品beta版测试，不仅完善了服务接口，还新增了控制功能，允许用户使用Deako智能开关轻松控制家中所有灯具。此外，用户还能在配套的智能手机App应用上控制室内灯具。,,,http://pic2.pedaily.cn/newseed/project/201607/20160701165331474.jpg,http://www.newseed.cn/project/51822,DEAKO INC,Deako 是一家智能灯具开关制造商，公司总部设在西雅图。Deako 的客户并不是房屋户主，而是房屋开发商或是家庭装潢电路设计服务公司，后者需要负责在新房内安装硬件和家用电器设备。Richardson 没有透露他们的合作伙伴信息，但是表示目前 Deako 的合作公司数量已经达到了两位数。该公司表示，他们刚刚做了产品 beta 版测试，不仅完善了服务接口，还新增了控制功能，允许用户使用 Deako 智能开关轻松控制家中所有灯具。此外，用户还能在配套的智能手机 App 应用上控制室内灯具。
Adents,企业服务,平台：WEB,坐标：法国,官网：www.adents.com,成立时间：不详,"不详,1200万,欧元,融资完成",立即认领,运营状态：正在运营,办公软件行业及技术解决方案,Adents是一家提供序列化和追溯软件服务的法国公司。在过去的几年时间里，Adents已经成为业内最领先的、最通用、也是最易于部署的的序列化和追溯软件解决方案提供商之一，他们提供的软件解决方案主要应用在制药和生命科学行业。,,,http://pic2.pedaily.cn/newseed/project/201607/20160706090954747.jpg,http://www.newseed.cn/project/51962,Adents International,Adents是一家提供序列化和追溯软件服务的法国公司。在过去的几年时间里，Adents已经成为业内最领先的、最通用、也是最易于部署的的序列化和追溯软件解决方案提供商之一，他们提供的软件解决方案主要应用在制药和生命科学行业。
Zoox,硬件,平台：硬件,坐标：美国,官网：www.zoox.com,成立时间：不详,"不详,2亿,美元,融资完成",立即认领,运营状态：正在运营,,,,,http://pic2.pedaily.cn/newseed/project/201607/20160701130919795.jpg,http://www.newseed.cn/project/51810,Zoox,Zoox由Tim Kentley-Klay和Jesse Levinson共同创立于美国加州的Palo Alto。自Zoox建立到现在的短短几年间，该创企一直致力于研发自动驾驶汽车。据说Zoox希望能够在此领域自主研发无人驾驶技术，从而与Google以及最近被通用汽车收购的Cruise Aotomation一较高下。Zoox首款概念车Boz于2013年的洛杉矶车展上首度亮相。据消息来源称，Zoox的产品并不仅仅是一辆能够自动驾驶的汽车，车身各方面都经过了彻底改造。这家公司认为他们所拥有的专利技术能够帮助Zoox与Tesla正面交锋。
People Post,生活消费,平台：WEB,坐标：澳大利亚,官网：www.peoplepost.com.au,成立时间：不详,"不详,125万,美元,融资完成",立即认领,运营状态：正在运营,,PeoplePost是一家提供众包快递服务的初创公司，总部设在悉尼。PeoplePost可以算是一个线上“双边型”平台，利用智能手机App连接个人用户和企业客户，每个用户都可以实时联系快递服务人员，安排送货订单，之后还能追踪包裹动态。,,,http://pic2.pedaily.cn/newseed/project/201607/20160707165001511.jpg,http://www.newseed.cn/project/52002,People Post,People Post 是一家提供众包快递服务的初创公司，总部设在悉尼。People Post可以算是一个线上“双边型”平台，利用智能手机 App 连接个人用户和企业客户，每个用户都可以实时联系快递服务人员，安排送货订单，之后还能追踪包裹动态。
Brillen.de,生活消费,"平台：WEB,硬件",坐标：德国,官网：www.brillen.de,成立时间：2012,"不详,4900万,美元,融资完成",立即认领,运营状态：正在运营,O2O/本地生活,Brillen.de是一家自筹资金、独立创业的家族企业，总部位于德国勃兰登堡。该公司开发的线上业务主要销售自主品牌眼镜，并构建个体和本地眼镜商网络。Brillen.de公司成立于2012年，起初是由眼科专家出身的一家人共同创立的个体眼镜商店（目前一名拥有多项配镜专利的眼科医生是该公司董事会成员），他们的业务覆盖了德国、奥地利、英国和西班牙四个市场。,,,http://pic2.pedaily.cn/newseed/project/201607/20160708101306730.jpg,http://www.newseed.cn/project/52044,Brillen.de,Brillen.de是一家自筹资金、独立创业的家族企业，总部位于德国勃兰登堡。该公司开发的线上业务主要销售自主品牌眼镜，并构建个体和本地眼镜商网络。Brillen.de公司成立于2012年，起初是由眼科专家出身的一家人共同创立的个体眼镜商店（目前一名拥有多项配镜专利的眼科医生是该公司董事会成员），他们的业务覆盖了德国、奥地利、英国和西班牙四个市场。
Echobox,企业服务,平台：WEB,坐标：伦敦,官网：www.echobox.com,成立时间：不详,"不详,340万,美元,融资完成",立即认领,运营状态：正在运营,媒体,英国智能内容服务公司Echobox能够帮助内容发行&出版公司最大化内容在社交媒体上的覆盖范围，监测病毒式传播内容，并为客户建议哪些文章值得在社交网络上分享，以及在什么时间分享，有助于驱动、提升内容发行&出版公司网站的流量。,,,http://pic2.pedaily.cn/newseed/project/201607/20160705094343567.jpg,http://www.newseed.cn/project/51911,Echobox,英国智能内容服务公司Echobox能够帮助内容发行&出版公司最大化内容在社交媒体上的覆盖范围，监测病毒式传播内容，并为客户建议哪些文章值得在社交网络上分享，以及在什么时间分享，有助于驱动、提升内容发行&出版公司网站的流量。
借点钱,房产金融,平台：WEB,坐标：上海市,官网：www.jiedianqian.com,成立时间：不详,"不详,3500万,人民币,融资完成",立即认领,运营状态：正在运营,,依托庞大的征信数据集、先进的数据挖掘技术和智能搜索技术，帮助借款用户通过手机轻松实现贷款需求,,,http://pic2.pedaily.cn/newseed/project/201610/20161028180355709.jpg,http://www.newseed.cn/project/54508,上海融之家金融信息服务有限公司,"融之家是中国领先的个人及小微企业贷款智能搜索引擎, 由上海融之家金融信息服务有限公司开发运营，产品专注于互联网信用贷款的分类与搜索, 致力于让借款人在互联网更轻松地贷款。依托庞大的征信数据集、先进的数据挖掘技术和智能搜索技术，融之家免费向借款人提供贷前预审、贷中推荐、贷后跟踪的服务，帮助借款人更快地实现最优贷款方案。融之家所属盈灿集团在2015年年中完成了软银赛富领投的亿元B轮融资，公司将投入更大的资源服务好借款人。公司总部位于上海， 并在北京、深圳设有分支机构，目前与市场主流正规贷款平台和官方征信机构均有合作。"
系列创新核酸药物的研究与开发（1.1类新药）,医疗健康,平台：其他,坐标：杭州市,官网：www.hztljt.com,成立时间：2016-10-27,"不详,5000万,人民币,需要融资",约谈,运营状态：未上线,VR/AR,项目技术来源与合作单位：军事医学科学院项目基础：1、拥有国内唯一的核酸药物国家级工程中心，相关研发、中试生产设备原值达到3000余万元。2、在核酸领域主持国家级项目7项，申请发明专利33项，在核酸药物共性、关键技术领域取得了一系列的科研成果。3、建有3位院士组成的技术委员会。项目课题组人员近60人。技术总负责人王升启研究员是目前我国核酸药物领域领军人物之一。4、候选新药包括抗病毒与抗肿瘤两大系列，核心产品包括CT102、Cantide等，应用前景涵盖肿瘤、肝炎、流感、、手足口病等国家重大疾病防治领域。其中抗肝癌一类创新药物CT102目前已获一期临床受理，即将进入临床。,新芽网友604698,,http://newseed.pedaily.cn/upload/project/logo/201610/27122800334.jpg,http://www.newseed.cn/project/54486,N/A,
喜泊客,信息技术,平台：WEB,坐标：上海市,官网：www.ezparking.com.cn/cn,成立时间：不详,"不详,9000万,人民币,融资完成",立即认领,运营状态：正在运营,VR/AR,,,,http://pic2.pedaily.cn/newseed/project/201611/20161109175304241.jpg,http://www.newseed.cn/project/54716,上海喜泊客信息技术有限公司,"中国已经超越美国成为全球最大汽车市场，汽车保有量大幅增加, 随之而来的城市停车位紧缺、停车难等问题成为城市交通发展的最大障碍，而且停车位的增长永远落后于汽车保有量增加的矛盾，将会随着时间的推移而加剧。EZParking 早在动态停车数据服务市场起步时就认清了市场发展趋势，明确定位为实时停车信息数据服务提供商，至今已经是动态停车数据细分领域的创新领导者。"
mushdora原创设计母婴品牌,生活消费,"平台：WEB,其他",坐标：北京市,官网：不详,成立时间：2016-01-01,"不详,150万,人民币,需要融资",约谈,运营状态：正在运营,国内游电子商务,2014年，我做了父亲，那时候我就开始发现，想给她买一个质量好、设计感强的婴幼儿用品，几乎都需要代购。我当时就想，为什么我们自己买自己国家生产的东西，还要付出这么高昂的代价？我们没有技术？还是出不来设计？后来在我们决定做产品后发现，我们有技术、有设计、唯独缺少的是态度。,半熟,,http://newseed.pedaily.cn/upload/project/logo/201611/02204113170.jpg,http://www.newseed.cn/project/54586,N/A,
奇境SPA,生活消费,"平台：WEB,其他",坐标：北京市,官网：www.ginspa.com/#p1,成立时间：不详,"不详,1500万,人民币,融资完成",立即认领,运营状态：正在运营,互联网健康保健,奇境创办于2010年，致力娱乐及养生行业，以互联网思维为基础，采用台湾精品酒店的主题式装修风格，并将精油SPA、电影、红酒及音乐融为了一体。奇境首次提出“有机身活”概念，有机生活本指一种人与大自然和谐相处的、健康的、可持续的生活方式。而奇境所提倡的“有机身活”是指为客户打造一个完全无压力、舒适的环境，让顾客从视觉、听觉、嗅觉、味觉、触觉五种知觉感官达到身心同时放松。,,,http://pic2.pedaily.cn/newseed/project/201611/20161115093246208.jpg,http://www.newseed.cn/project/54779,北京奇境天成投资管理有限公司,北京奇境天成投资管理有限公司（简称奇境天成）成立于2010年，初始注册资本2000万元。奇境天成成立至今逐步发展成为一家涉及多元化产业的类集团化企业，目前旗下投资、拥有多家高档连锁SPA会所、精品酒店及连锁餐饮等项目，门店遍布于北京、上海、台湾等地区。其中SPA会所15家，在高端健康休闲领域拥有超高的知名度，在大众点评网均为五星好评。奇境天成的管理团队均来自互联网、科技、金融行业及知名服务行业，拥有丰富的企业管理经验，精于运用互联网思维，和金融创新（众筹等），致力于打造高效管理团队。奇境专注于服务行业，在传统产业链上不断升级，打造精致服务，在业界知名度迅速提升，盈利能力不断提高，受到知名风险投资机构的青睐，并于2015年10月获真格基金Pre-A轮投资。 北京奇境天成投资管理有限公司
智特医疗,医疗健康,"平台：WEB,其他",坐标：上海市,官网：www.sinamd.com/index.aspx,成立时间：不详,"不详,金额未透露,融资完成",立即认领,运营状态：正在运营,,智特医疗是一家美国试管婴儿就医服务提供商，已与加州生殖中心、洛杉矶生殖中心、新英格兰生殖中心等美国7家知名生殖中心展开合作。,,,http://pic2.pedaily.cn/newseed/project/201611/20161121130124782.jpg,http://www.newseed.cn/project/54853,上海智特生物科技有限公司,智特医疗是一家美国试管婴儿就医服务提供商，已与加州生殖中心、洛杉矶生殖中心、新英格兰生殖中心等美国7家知名生殖中心展开合作。
千岛湖天龙岛影视基地建设项目,文化娱乐,平台：其他,坐标：杭州市,官网：www.hztljt.com,成立时间：2016-10-31,"不详,1亿,人民币,需要融资",约谈,运营状态：正在运营,广告营销影视主题游财务税务,千岛湖天龙岛影视拍摄基地项目是依托于杭州天龙集团有限公司旗下绝对控股子公司杭州天龙旅业有限公司，通过都市言情浪漫爱情剧《浪漫星星》专门筹划建设的拍摄基地，后期将发展成为千岛湖唯一的影视拍摄及婚纱摄影的主题公园，十三五规划将建设成为杭州及浙江省范围内结合美丽千岛湖资源的文化创意为一体的影视文化拍摄基地。,新芽网友604698,,http://newseed.pedaily.cn/upload/project/logo/201610/31095336132.jpg,http://www.newseed.cn/project/54527,N/A,
闪开·来电,硬件,平台：硬件,坐标：嘉兴市,官网：issks.com,成立时间：2016-08-01,"不详,500万,人民币,需要融资",约谈,运营状态：正在运营,人力资源游戏硬件买卖租赁公共出行办公软件互联网行业及技术解决方案,我司是一家面向全国提供电动自行车互联网充电站解决方案的公司。我司致力于通过创新的信息化技术来推动社会的发展与变革，为个人创造新生活方式，为社会创造价值，从而实现社会效益与经济效益的双赢。公司创立于2015年10月，目前拥有18名员工（含兼职股东2名），拥有软件研发团队（6人），在嘉兴市区域已建立营销与服务网络。我们以软硬件技术和数据平台为核心，为客户提供行业解决方案和产品工程解决方案以及相关软件产品、平台及服务。在互联网充电站领域，我司拥有国内领先的设计、研发、应用能力。我司研制开发了具有自主知识产权，集智能控制、电能采集、湿度雨量传感和蓝牙防盗为一体的智能充电站产品，重在实现无人值,嘉兴智行物联网技术有限公司,,http://newseed.pedaily.cn/upload/project/logo/201612/16145601125.jpg,http://www.newseed.cn/project/55206,N/A,
CLEAR柯丽尔,医疗健康,"平台：WEB,其他",坐标：深圳市,官网：www.clearofchina.com,成立时间：不详,"不详,3.51亿,人民币,融资完成",立即认领,运营状态：正在运营,VR/AR健康保健行业及技术解决方案,CLEAR柯丽尔是一家医疗自助服务系统与智慧医疗健康解决方案供应商，致力打造以电子健康档案到云端为中心的移动医疗生态圈，隶属于深圳市巨鼎医疗设备有限公司。,,,http://pic2.pedaily.cn/newseed/project/201612/20161226105029160.jpg,http://www.newseed.cn/project/55371,深圳市巨鼎医疗设备有限公司,深圳市巨鼎医疗设备有限公司(注册商标: CLEAR柯丽尔)成立于2008年，是领先的医疗自助服务系统与智慧医疗健康解决方案供应商。公司自成立伊始，一直秉承“竭一切可能让用户满意，竭一切可能为患者服务”的服务理念，以智慧医疗.移动医疗.全院自助为方向，紧贴院内需求，持续创新，致力打造以电子健康档案到云端为中心的移动医疗生态圈!
亚麻健康全产业链项目,传统行业,平台：其他,坐标：杭州市,官网：www.hztljt.com,成立时间：2016-10-27,"不详,8000万,人民币,需要融资",约谈,运营状态：正在运营,影视国内游健康保健,项目依托单位：杭州天龙集团有限公司项目背景：天龙集团正在引领人类进入植物ω-3时代！项目基础：1、建有国内首个亚麻研究院。2、绿色原料和原产地保护：在中国亚麻籽之乡会宁县打造40万亩亚麻种植基地，另有200万亩备用，拥有“会宁亚麻”地域商标。3、独创的亚麻健康深加工产品：已申请近10余项发明专利的植物水溶性ω-3系列产品如亚麻速溶粉、亚麻奶、亚麻护肤品等。4、在千岛湖建成年产1500吨亚麻速溶粉生产基地，并通过FDA、HACCP和ISO22000等认证。5、市场开发：经过近3年的打造，2015年5月开始市场运营初步尝试，当年实现销售收入约5000万元。,新芽网友604698,,http://pic2.pedaily.cn/newseed/project/201610/20161027154735277.jpg,http://www.newseed.cn/project/54485,N/A,
Vtesse,医疗健康,平台：WEB,坐标：美国,官网：www.vtesse.com,成立时间：2015-01,"不详,1700万,美元,融资完成",立即认领,运营状态：正在运营,健康保健儿童早教,Vtesse在2015年1月创立于美国马里兰州盖瑟斯堡市，专注于研究VTS-270（（2-羟丙基）-β-环糊精的一种制剂），作为与尤妮斯·肯尼迪·施莱佛国立儿童健康与人类发展研究所、以及国家推进转化科学中心合作研究和发展协议的一部分，后二者均隶属于美国国立卫生研究院（NIH）。2016年1月，Vtesse用VTS-270有了突破性的进展——拿到了FDA的批准。,,,http://pic2.pedaily.cn/newseed/project/201607/20160726155400177.jpg,http://www.newseed.cn/project/52545,Vtesse,Vtesse在2015年1月创立于美国马里兰州盖瑟斯堡市，专注于研究VTS-270（（2-羟丙基）-β-环糊精的一种制剂），作为与尤妮斯·肯尼迪·施莱佛国立儿童健康与人类发展研究所、以及国家推进转化科学中心合作研究和发展协议的一部分，后二者均隶属于美国国立卫生研究院（NIH）。2016年1月，Vtesse用VTS-270有了突破性的进展——拿到了FDA的批准。
StackPath,信息技术,平台：WEB,坐标：美国,官网：www.stackpath.com,成立时间：不详,"不详,1.8亿,美元,融资完成",立即认领,运营状态：正在运营,行业及技术解决方案,StackPath是一个综合性的一体化平台，能够为诸多复杂的安全问题提供解决方案。StackPath由SoftLayer（2013年以20亿美元被IBM收购）的创始人兼首席执行官LanceCrosby创建，拥有较为扎实的云计算业务基础。其次，公司的创立宗旨是灵活运用SaaS产品，打造一个大型安全平台，专门解决安全问题。,,,http://pic2.pedaily.cn/newseed/project/201607/20160727131155766.jpg,http://www.newseed.cn/project/52567,StackPath,StackPath是一个综合性的一体化平台，能够为诸多复杂的安全问题提供解决方案。StackPath由SoftLayer（2013年以20亿美元被IBM收购）的创始人兼首席执行官Lance Crosby创建，拥有较为扎实的云计算业务基础。其次，公司的创立宗旨是灵活运用SaaS产品，打造一个大型安全平台，专门解决安全问题。
mushdora幼儿背包,生活消费,平台：其他,坐标：北京市,官网：不详,成立时间：2016-07-10,"不详,150万,人民币,需要融资",约谈,运营状态：正在运营,电子商务儿童早教,做了爸爸以后偶然的机会发现国外有设计的儿童书包好贵，反观国内的书包设计惨不忍睹，于是我上路了,半熟,,http://newseed.pedaily.cn/upload/project/logo/201607/26210536848.jpg,http://www.newseed.cn/project/52553,N/A,
PingWest品玩,文化娱乐,平台：WEB,坐标：北京市,官网：www.pingwest.com,成立时间：2012-09,"不详,3000万,人民币,融资完成",立即认领,运营状态：正在运营,阅读直播,PingWest成立于2012年9月，品玩对下一步新产品的计划是将上线科技消费类的直播和网剧产品，目前品玩内部已经成立了数字娱乐事业部来专门负责直播和网生内容产品的研发。品玩的受众群主要是一、二线城市新兴的年轻有知阶层，在商业模式上，品玩也有一些新的考量，例如尝试一些付费阅读产品。,,,http://pic2.pedaily.cn/newseed/project/201607/20160728105508895.jpg,http://www.newseed.cn/project/52588,PingWest品玩,PingWest成立于2012年9月，品玩对下一步新产品的计划是将上线科技消费类的直播和网剧产品，目前品玩内部已经成立了数字娱乐事业部来专门负责直播和网生内容产品的研发。品玩的受众群主要是一、二线城市新兴的年轻有知阶层，在商业模式上，品玩也有一些新的考量，例如尝试一些付费阅读产品。
物联科技,企业服务,平台：WEB,坐标：江苏省,官网：不详,成立时间：不详,"不详,2000万,人民币,融资完成",立即认领,运营状态：正在运营,能源环保车联网,江苏物联网科技提供物联网信息终端、整车厂车联网数据运营平台、远程信息系统及数据增值业务等。目前车载前装终端主要客户包括上汽极能(大通、申沃、万向等)、南京金龙、中国中车、陆地方舟、舒驰客车、中国新能源、江苏威能;车联网数据平台客户包括中国中车、上汽极能等。,,,http://pic2.pedaily.cn/newseed/project/201607/20160728135813128.jpg,http://www.newseed.cn/project/52593,江苏物联网络科技发展有限公司,江苏物联网科技提供物联网信息终端、整车厂车联网数据运营平台、远程信息系统及数据增值业务等。目前车载前装终端主要客户包括上汽极能(大通、申沃、万向等)、南京金龙、中国中车、陆地方舟、舒驰客车、中国新能源、江苏威能;车联网数据平台客户包括中国中车、上汽极能等。
Teads,文化娱乐,平台：WEB,坐标：美国,官网：teads.tv,成立时间：2011,"不详,4700万,美元,融资完成",立即认领,运营状态：正在运营,视频广告营销媒体图像视频,Teads创立于2011年，总部位于纽约，实际上是由Teads和Ebuzzing这两个欧洲的视频广告技术公司合并而成。公司主要致力于所谓的“植入式瀑布流”广告，即不依附于视频媒体平台的视频广告。Teads的业务市场主要集中在美国、欧洲和拉丁美洲，在亚洲唯一运营的市场是日本。,,,http://pic2.pedaily.cn/newseed/project/201608/20160802132513396.jpg,http://www.newseed.cn/project/52695,Teads,Teads创立于2011年，总部位于纽约，实际上是由Teads和Ebuzzing这两个欧洲的视频广告技术公司合并而成。 公司主要致力于所谓的“植入式瀑布流”广告，即不依附于视频媒体平台的视频广告。Teads的业务市场主要集中在美国、欧洲和拉丁美洲，在亚洲唯一运营的市场是日本。
Pluot,文化娱乐,平台：WEB,坐标：美国,官网：pluot.co,成立时间：不详,"不详,250万,美元,融资完成",立即认领,运营状态：正在运营,视频游戏硬件图像视频,Pluot是一家帮助企业召开视频会议的公司，可以低价为创业团队提供大屏幕的视频会议，目前其视频会议硬件已出售给500家公司。,,,http://pic2.pedaily.cn/newseed/project/201608/20160803145350981.jpg,http://www.newseed.cn/project/52749,Pluot,Pluot是一家帮助企业召开视频会议的公司，可以低价为创业团队提供大屏幕的视频会议，目前其视频会议硬件已出售给500家公司。
Go-jek,信息技术,平台：WEB,坐标：印度尼西亚,官网：www.go-jek.com,成立时间：2010,"不详,5.5亿,美元,融资完成",立即认领,运营状态：正在运营,VR/AR,Go-jek，它类似“摩的版Uber”，起初为用户提供叫摩的的服务，后来将业务线延伸至以共享经济的方式，借助当地摩托车驾驶员提供满足即时性需求（on-demand）的服务，解决最后一公里的问题。创始人NadiemMakarim的愿景是：60分钟之内，让任何合法的东西送上门。,,,http://pic2.pedaily.cn/newseed/project/201608/20160805102816979.jpg,http://www.newseed.cn/project/52793,Go-jek,Go-jek，它类似“摩的版Uber”，起初为用户提供叫摩的的服务，后来将业务线延伸至以共享经济的方式，借助当地摩托车驾驶员提供满足即时性需求（on-demand）的服务，解决最后一公里的问题。创始人 Nadiem Makarim的愿景是：60分钟之内，让任何合法的东西送上门。
Axiom Energy,传统行业,平台：WEB,坐标：美国,官网：www.axiomexergy.com,成立时间：不详,"不详,250万,美元,融资完成",立即认领,运营状态：正在运营,能源环保,能源储存公司AxiomEnergy所开发的技术工作原理是，在夜间将现有的制冷系统所产生的过剩冷冻盐水存储起来，并在下午高峰时段，利用储存起来的冷冻盐水向建筑物提供致冷的服务，看起来像是一种“制冷电池”制冷电池与现有制冷系统可同时工作，将白天用电高峰的能源需求转移至电费相对便宜的非高峰时间段。,,,http://pic2.pedaily.cn/newseed/project/201608/20160808104141504.jpg,http://www.newseed.cn/project/52863,Axiom Energy,能源储存公司Axiom Energy所开发的技术工作原理是，在夜间将现有的制冷系统所产生的过剩冷冻盐水存储起来，并在下午高峰时段，利用储存起来的冷冻盐水向建筑物提供致冷的服务，看起来像是一种“制冷电池” 制冷电池与现有制冷系统可同时工作，将白天用电高峰的能源需求转移至电费相对便宜的非高峰时间段。
Metabolon,医疗健康,平台：WEB,坐标：美国,官网：www.metabolon.com,成立时间：2000,"不详,1500万,美元,融资完成",立即认领,运营状态：正在运营,生物技术办公软件,Metabolon创立于2000年，总部位于北卡罗来纳州，致力于利用代谢组学研发用于生物标志物开发的分析方法和软件技术。公司创建的生化分析检测平台能够用于制药、生物技术、化妆品和消费产品的研究，分析和识别生化制品，并用于癌症、肌萎缩性脊髓侧索硬化症、糖尿病及代谢性疾病的诊断研发工作。,,,http://pic2.pedaily.cn/newseed/project/201608/20160815103024683.jpg,http://www.newseed.cn/project/53065,Metabolon,Metabolon创立于2000年，总部位于北卡罗来纳州，致力于利用代谢组学研发用于生物标志物开发的分析方法和软件技术。公司创建的生化分析检测平台能够用于制药、生物技术、化妆品和消费产品的研究，分析和识别生化制品，并用于癌症、肌萎缩性脊髓侧索硬化症、糖尿病及代谢性疾病的诊断研发工作。
Vertical Communications,信息技术,平台：WEB,坐标：美国,官网：www.vertical.com,成立时间：2014-09,"不详,2150万,美元,融资完成",立即认领,运营状态：正在运营,健康保健大宗批发零售行业及技术解决方案,VerticalCommunications创立于2004年9月，总部位于加利福尼亚州，是一家通信平台和应用程序供应商。公司提供云计算和混合语音、网页实时通信（WebRTC）技术、移动和消息传递解决方案，为零售、汽车、医疗保健，酒店等多个行业的公司创建重点业务工作流程，提高日常运作效率，推动销售业绩，并提供卓越的客户体验。,,,http://pic2.pedaily.cn/newseed/project/201607/20160715170330747.jpg,http://www.newseed.cn/project/52253,Vertical Communications,Vertical Communications 创立于 2004 年 9 月，总部位于加利福尼亚州，是一家通信平台和应用程序供应商。公司提供云计算和混合语音、网页实时通信（WebRTC）技术、移动和消息传递解决方案，为零售、汽车、医疗保健，酒店等多个行业的公司创建重点业务工作流程，提高日常运作效率，推动销售业绩，并提供卓越的客户体验。
停车百事通,汽车交通,平台：WEB,坐标：深圳市,官网：www.soargift.com,成立时间：2013,"不详,金额未透露,融资完成",立即认领,运营状态：正在运营,公共出行,“停车百事通”是由深圳市前海硕极科技有限公司独立研发的一款查找停车位(场)、出行导航类手机应用产品。根据GPS位置快速精确定位，让车主在5秒内找到关注点附近停车场的位置。同时提供停车场的收费价格、剩余车位以及实景图等信息，帮助车主以最快的速度找到车位。其详实的停车费信息为车主挑选周边性价比最优的停车场提供有力参考。,,,http://pic2.pedaily.cn/newseed/project/201607/20160720132253166.jpg,http://www.newseed.cn/project/52379,深圳市前海硕极科技有限公司,深圳市前海硕极科技有限公司是一家注册于深圳前海的高科技研发企业。“停车百事通”是由深圳市前海硕极科技有限公司独立研发的一款查找停车位(场)、出行导航类手机应用产品。根据GPS位置快速精确定位，让车主在5秒内找到关注点附近停车场的位置。同时提供停车场的收费价格、剩余车位以及实景图等信息，帮助车主以最快的速度找到车位。其详实的停车费信息为车主挑选周边性价比最优的停车场提供有力参考。
Aspect Imaging,医疗健康,平台：WEB,坐标：美国,官网：www.aspectimaging.com,成立时间：不详,"不详,2000万,美元,融资完成",立即认领,运营状态：正在运营,,AspectImaging致力于设计和开发紧凑小巧的磁共振成像仪器和核磁共振（NMR）系统，用于医疗、先进工业技术和临床前应用领域。,,,http://pic2.pedaily.cn/newseed/project/201607/20160718152156272.jpg,http://www.newseed.cn/project/52311,Aspect Imaging,Aspect Imaging 致力于设计和开发紧凑小巧的磁共振成像仪器和核磁共振（NMR）系统，用于医疗、先进工业技术和临床前应用领域。公司研发的小型磁共振成像仪几乎在任何地方都可以安装，任何人都能够操作，有利于患者进行经常性地核磁共振扫描检查，从而及时掌握自己的健康状况。
汽车易购平台,信息技术,"平台：WEB,其他",坐标：广州市,官网：www.autoegou.com,成立时间：2016-04-01,"不详,80万,人民币,需要融资",约谈,运营状态：正在运营,广告营销汽车后服务电子商务,汽车易购平台是一家汽车信息服务聚合的电子商务平台。前期主要从事汽车用品领域导购服务，提供给各位车主超值的导购车品信息，由此吸纳用户的粘度，提高平台的服务意识；后期主要从车品导购信息向汽车销售领域进军，取代传统汽车销售行业的格局，省去客户中间向4S店销售人员砍价的繁琐环节，由我们直接向客户提供透明公正的汽车价格，找出最低价格的车子，然后直接从签约的4S店中办理购车手续及上牌等等，最大力度地简化购车流程，保证每一位顾客购买到的车子就是行业底价，从而实现汽车真正的容易购买。,Autoegou,,http://newseed.pedaily.cn/upload/project/logo/201607/21225327912.jpg,http://www.newseed.cn/project/52412,N/A,
InnoVentures,房产金融,平台：WEB,坐标：伦敦,官网：innoventures.me,成立时间：201,"不详,1.31亿,美元,融资完成",立即认领,运营状态：正在运营,制造业金融科技,InnoVentures坐落于伦敦，该公司专注金融科技投资，提供资金，导师，和资源帮助，而且该公司从来都把眼光放在全球。该公司曾经投资美国在线贷款平台Kabbage，美国区块链支付公司Ripple，瑞典手机读卡器制造商iZettle以及伦敦区块链分析创企Elliptic。,,,http://pic2.pedaily.cn/newseed/project/201607/20160725151706434.jpg,http://www.newseed.cn/project/52489,InnoVentures,InnoVentures坐落于伦敦，该公司专注金融科技投资，提供资金，导师，和资源帮助，而且该公司从来都把眼光放在全球。该公司曾经投资美国在线贷款平台Kabbage，美国区块链支付公司Ripple，瑞典手机读卡器制造商iZettle以及伦敦区块链分析创企Elliptic。
